Not all black lives matter groups are this unreasonable. I've marched with BLM activists who stated clearly that they believed most cops are good people. I'm starting to realize that it's kind of pointless though.;Hope_speech;
she came out lmao;Non_hope_speech;
So shame on you who prefer BLM than All life matter. So who is being racist here ha ?? LOL;Non_hope_speech;
All of these males who are posting negative comments about female engineers are just intimidated lol;Non_hope_speech;
Scott Clayton approvals are the 16th;Non_hope_speech;
Good for you Stan never gets the credit he should;Non_hope_speech;
Five years later and it's still a problem.;Non_hope_speech;
Also Great Big Story is CNN.;Non_hope_speech;
4 years later;Non_hope_speech;
She prob pre screened the questions....;Non_hope_speech;
The brain mainly develops in the first 5 years. So;Non_hope_speech;
Nelson Mandela statue next.......what a racist..;Non_hope_speech;
first world problem;Non_hope_speech;
Sikhs lives matter more than thugs. Can't help liking good people over bad. Prison lives matter;Non_hope_speech;
Bob the Buster Pride is celebrated because we are loving who we want. Also;Hope_speech;
you need to calm down;Non_hope_speech;
Me and my brothers had no toys...If we wern't boys we'd have nothing to play with.;Non_hope_speech;
bike is short for bichael Why are you coming for all Christians? Most Christians support LGBTQ+ you’re really going to shat on people who support your sexuality? You’re making yourself look bad at this point.;Non_hope_speech;
We dont deserver to live we have destroyed everything on earth;Non_hope_speech;
Quite to the contrary. Larry Elders is brilliant. I wish Fox News wood fire juan and put Larry in his place.;Non_hope_speech;
Black Fathers Matter would be a real step to addressing black issues.;Non_hope_speech;
You guys are acting as if this was the worst insult ....how is this gross to say lol..please chill;Non_hope_speech;
Its not a biolohical thing;Non_hope_speech;
Wolf Heart - We will call them “it”;Non_hope_speech;
Gorge Floyd had a armed robbery in 2000 but the cops shouldn't kill people a guy was tased because of protesting when I saw that cops killing  gorge Floyd it was really heart breaking I needed to cry. Plz pray for gorge Floyd . And thx for thinking about gorge Floyd;Non_hope_speech;
@hana bakkoush It's call self hatred. it's usually the first step for young people in the lgbt community. If you ask anyone who was in the closet for long time the first thing that they will tell you is how much they loathed themselves and suffered in silence for how they felt. myself included. But then when you start maturing;Non_hope_speech;
l not black people in UK and UK is good for UK people;Non_hope_speech;
3 vs 1 lol how Fair it's so dum ppl please do not let these idots drag u in to this;Non_hope_speech;
Question! nI’m white;Non_hope_speech;
This is soo relatable. I wasn't good at drawing (orthographic) before too.;Non_hope_speech;
Because white people are already being labeled racist if they dont use the term black lives matter;Non_hope_speech;
Black lives matter does not mean all lives dont matter. Its putting a emphasis on the struggles of a black person in america facing discrimination;Non_hope_speech;
Jimmy Pop don’t be stupid.;Non_hope_speech;
@Marie Kimbi I mean what a joke that the Lord made ppl colored like my poop!;Non_hope_speech;
Sheriff........from the UK..........you are absolutely brilliant....all power to you and the truth you speak.;Non_hope_speech;
cat  Why dont you check the statistics;Non_hope_speech;
how is it racist ?;Non_hope_speech;
@rgw1380rw lol again a reflection. We arent the ones faking hate crimes and murders for boule and prince hall. Yeah we know y'all are gonna play victim again when chauvin gets off even though he's not dead and a mason connected to the independent order of odd fellows.;Non_hope_speech;
Biggest dilemma for me was figuring out whether maroon sweater was a boy or a girl I swear i heard him/her say their name was Anne but their voice is so masculine.;Non_hope_speech;
All lives matter and if you disagree with me you can kiss off and I'll see you when Civil War comes hopefully you won't be in my scopes;Non_hope_speech;
What a bunch of wankers these lot are!!! All lives matter not just black;Non_hope_speech;
Theyve messed with that also I'm afraid. Jesus is allegory and gets in the way of creator.nDon't follow stories follow truth;Non_hope_speech;
@Dark Wolf exactly;Non_hope_speech;
Total respect !;Non_hope_speech;
Proof that conversion therapy is useless and trashy.;Hope_speech;
Contine to say their names...we show their faces;Non_hope_speech;
That much surgery to her face i hardly recognise her;Non_hope_speech;
@Jessica Walker it's a shitty and wrong opinion that shouldn't exist. Religion was once used to call black people lesser;Non_hope_speech;
I don‘t think you really get what all this is about;Non_hope_speech;
THHHHEEEEEEE EENNNNNDDD THOOOO. It got me  a...and..i-i...jus-st..;Non_hope_speech;
You people are nuts your now bringing in abortion issues to police brutality. It's Black lives matter because police don't think so.;Non_hope_speech;
Some of those kids are too young for this;Non_hope_speech;
@S. Tagerius  it is illegal to keep someone against their will to be anywhere. Conversion Therapy is voluntary.;Non_hope_speech;
I shouldn’t laugh but to beat someone with a biBLE what the hell is that gonna do?;Non_hope_speech;
I feel bad for the next generation who will have to learn this is history class;Non_hope_speech;
These guys and people in comments are idiots. If all lives matter how come those same people can’t say black lives matter?;Non_hope_speech;
Much love and respect for Madonna!!!;Non_hope_speech;
She is starting to look really messed up now of all these face-surgeries.;Non_hope_speech;
I'm really sorry...if you aren't happy maybe try look for other places in the meanwhile? I know how it's like to be treated unfairly at work and otherwise;Non_hope_speech;
There are two central problems with black America that leads to a bigger;Non_hope_speech;
We can't change our history or our culture these people who object should leave the UK;Non_hope_speech;
Fox News deletes your comments if you say TH*G Lives Matter.;Non_hope_speech;
I agree with the cause but vandalism is not ok.;Non_hope_speech;
Whether you want to call it torture or not;Non_hope_speech;
Sheis the greatest. This is why I will always love her. No matter what!!;Hope_speech;
Does anyone know where he got the picture for the butt of the day?;Non_hope_speech;
If she is;Non_hope_speech;
I get. The black lives matter.    And. I support this but has everyone forgotten about the. Pandemic that still looms.     Or is this just an escape from it;Non_hope_speech;
I hope your election gets cancelled because the  American people have become to left wing and don't deserve to be treated like people with intelligents;Non_hope_speech;
@Der Introvert So you're a coward. Got it. Loud and clear. How very Christian of you.;Non_hope_speech;
Mal W I did that once none of my classmates support the LGBT community but thank you <3;Non_hope_speech;
I am studying biomedical engineering and 70% of my colleagues are girls;Hope_speech;
“god gave us a choice;Non_hope_speech;
Set camera up and wait;Non_hope_speech;
Disorderly and violent protests need stopping by the government. Police action was needed here. Arrests needed to be made and the offenders prosecuted for public order offences and criminal damage. Also;Non_hope_speech;
the kod who doesnt agree with homosexuality looks like the biggest butch I have ever seen;Non_hope_speech;
The chemistry/energy/dynamic between these two feels so awkward!! Love her;Non_hope_speech;
It doesn't matter who u r but if u nLive in America nBlack live doesn't matter;Non_hope_speech;
Hahaha!! Hilarious when it goes SPLOSH! Throw the evil old racist Trumpo in there too! They both belong at the bottom of the Bristol Channel.;Non_hope_speech;
And then they close comments and likes/dislike ratios;Non_hope_speech;
This George Floyd thing it's a bit suspicious to me. I don't think he died and this is just some experiment as corona virus.;Non_hope_speech;
@Papaya Petunia And then she'll be all like hmmm;Non_hope_speech;
That one kid is so cute God gave us a choice and my choice is to love;Hope_speech;
You forgot the dark side of this “protest” with 1000s of small business ruined because the riots;Non_hope_speech;
When kids are actually more loving and thoughtful than adults.;Non_hope_speech;
@Kansuke Nelson The Black folk just fell for the propaganda that's all .. nothing new!n;Non_hope_speech;
All lives matter in Gods' eyes.;Hope_speech;
